START,Time,,Upstream Pressure,,Downstream Pressure
DATA,160.95,PT_EU,72.581,PT_ED,4.154
DATA,161,PT_EU,111.681,PT_ED,0.489
DATA,161.05,PT_EU,108.016,PT_ED,-4.399
DATA,161.1,PT_EU,114.125,PT_ED,7.82
DATA,161.15,PT_EU,62.805,PT_ED,-0.733
DATA,161.2,PT_EU,72.581,PT_ED,-32.502
DATA,161.25,PT_EU,72.581,PT_ED,-30.059
DATA,161.3,PT_EU,78.69,PT_ED,-20.283
DATA,161.35,PT_EU,60.362,PT_ED,-33.724
DATA,161.4,PT_EU,103.128,PT_ED,1.711
DATA,161.45,PT_EU,59.14,PT_ED,-32.502
DATA,161.5,PT_EU,101.906,PT_ED,1.711
DATA,161.55,PT_EU,97.019,PT_ED,-1.955
DATA,161.6,PT_EU,70.137,PT_ED,-36.168
DATA,161.65,PT_EU,105.572,PT_ED,4.154
DATA,161.7,PT_EU,67.693,PT_ED,-31.281
DATA,161.75,PT_EU,104.35,PT_ED,2.933
DATA,161.8,PT_EU,75.024,PT_ED,-39.834
DATA,161.85,PT_EU,56.696,PT_ED,-37.39
DATA,161.9,PT_EU,110.459,PT_ED,-5.621
DATA,161.95,PT_EU,72.581,PT_ED,-42.278
DATA,162,PT_EU,105.572,PT_ED,-1.955
DATA,162.05,PT_EU,64.027,PT_ED,-32.502
DATA,162.1,PT_EU,86.022,PT_ED,-3.177
DATA,162.15,PT_EU,111.681,PT_ED,-32.502
DATA,162.2,PT_EU,99.462,PT_ED,-4.399
DATA,162.25,PT_EU,106.794,PT_ED,0.489
DATA,162.3,PT_EU,64.027,PT_ED,5.376
DATA,162.35,PT_EU,114.125,PT_ED,6.598
DATA,162.4,PT_EU,59.14,PT_ED,-31.281
DATA,162.45,PT_EU,109.238,PT_ED,-5.621
DATA,162.5,PT_EU,71.359,PT_ED,-33.724
DATA,162.55,PT_EU,104.35,PT_ED,5.376
DATA,162.6,PT_EU,72.581,PT_ED,-30.059
DATA,162.65,PT_EU,110.459,PT_ED,-6.843
DATA,162.7,PT_EU,109.238,PT_ED,5.376
DATA,162.75,PT_EU,73.803,PT_ED,-38.612
DATA,162.8,PT_EU,106.794,PT_ED,4.154
DATA,162.85,PT_EU,73.803,PT_ED,-28.837
DATA,162.9,PT_EU,82.356,PT_ED,-33.724
DATA,162.95,PT_EU,64.027,PT_ED,-30.059
DATA,163,PT_EU,72.581,PT_ED,-30.059
DATA,163.05,PT_EU,100.684,PT_ED,4.154
DATA,163.1,PT_EU,62.805,PT_ED,-28.837
DATA,163.15,PT_EU,108.016,PT_ED,-1.955
DATA,163.2,PT_EU,62.805,PT_ED,-31.281
DATA,163.25,PT_EU,108.016,PT_ED,-4.399
DATA,163.3,PT_EU,114.125,PT_ED,5.376
DATA,163.35,PT_EU,72.581,PT_ED,5.376
DATA,163.4,PT_EU,106.794,PT_ED,6.598
DATA,163.45,PT_EU,71.359,PT_ED,6.598
DATA,163.5,PT_EU,110.459,PT_ED,-6.843
DATA,163.55,PT_EU,59.14,PT_ED,6.598
DATA,163.6,PT_EU,108.016,PT_ED,6.598
DATA,163.65,PT_EU,59.14,PT_ED,-37.39
DATA,163.7,PT_EU,110.459,PT_ED,-5.621
DATA,163.75,PT_EU,71.359,PT_ED,-33.724
DATA,163.8,PT_EU,105.572,PT_ED,-1.955
DATA,163.85,PT_EU,109.238,PT_ED,-3.177
DATA,163.9,PT_EU,70.137,PT_ED,-30.059
DATA,163.95,PT_EU,99.462,PT_ED,-5.621
DATA,164,PT_EU,72.581,PT_ED,-42.278
DATA,164.05,PT_EU,108.016,PT_ED,1.711
DATA,164.1,PT_EU,61.584,PT_ED,-55.718
DATA,164.15,PT_EU,73.803,PT_ED,-42.278
DATA,164.2,PT_EU,100.684,PT_ED,-8.065
DATA,164.25,PT_EU,66.471,PT_ED,-32.502
DATA,164.3,PT_EU,109.238,PT_ED,2.933
DATA,164.35,PT_EU,67.693,PT_ED,-30.059
DATA,164.4,PT_EU,97.019,PT_ED,5.376
DATA,164.45,PT_EU,111.681,PT_ED,-6.843
DATA,164.5,PT_EU,60.362,PT_ED,-34.946
DATA,164.55,PT_EU,110.459,PT_ED,-1.955
DATA,164.6,PT_EU,73.803,PT_ED,-27.615
DATA,164.65,PT_EU,108.016,PT_ED,-4.399
DATA,164.7,PT_EU,66.471,PT_ED,6.598
DATA,164.75,PT_EU,71.359,PT_ED,4.154
DATA,164.8,PT_EU,59.14,PT_ED,-32.502
DATA,164.85,PT_EU,62.805,PT_ED,6.598
DATA,164.9,PT_EU,101.906,PT_ED,20.039
DATA,164.95,PT_EU,68.915,PT_ED,4.154
DATA,165,PT_EU,114.125,PT_ED,9.042
DATA,165.05,PT_EU,64.027,PT_ED,-41.056
DATA,165.1,PT_EU,110.459,PT_ED,5.376
DATA,165.15,PT_EU,60.362,PT_ED,-31.281
DATA,165.2,PT_EU,109.238,PT_ED,-11.73
DATA,165.25,PT_EU,72.581,PT_ED,-33.724
DATA,165.3,PT_EU,110.459,PT_ED,-4.399
DATA,165.35,PT_EU,104.35,PT_ED,5.376
DATA,165.4,PT_EU,73.803,PT_ED,-38.612
DATA,165.45,PT_EU,109.238,PT_ED,-10.508
DATA,165.5,PT_EU,75.024,PT_ED,-36.168
DATA,165.55,PT_EU,108.016,PT_ED,4.154
DATA,165.6,PT_EU,104.35,PT_ED,7.82
DATA,165.65,PT_EU,72.581,PT_ED,-30.059
DATA,165.7,PT_EU,99.462,PT_ED,-17.84
DATA,165.75,PT_EU,66.471,PT_ED,-28.837
DATA,165.8,PT_EU,109.238,PT_ED,2.933
DATA,165.85,PT_EU,68.915,PT_ED,-33.724
DATA,165.9,PT_EU,70.137,PT_ED,-33.724
DATA,165.95,PT_EU,104.35,PT_ED,4.154
DATA,166,PT_EU,72.581,PT_ED,4.154
DATA,166.05,PT_EU,108.016,PT_ED,4.154
DATA,166.1,PT_EU,70.137,PT_ED,-31.281
DATA,166.15,PT_EU,109.238,PT_ED,4.154
DATA,166.2,PT_EU,111.681,PT_ED,4.154
DATA,166.25,PT_EU,70.137,PT_ED,-8.065
DATA,166.3,PT_EU,106.794,PT_ED,-5.621
DATA,166.35,PT_EU,65.249,PT_ED,1.711
DATA,166.4,PT_EU,108.016,PT_ED,7.82
DATA,166.45,PT_EU,57.918,PT_ED,-4.399
DATA,166.5,PT_EU,98.24,PT_ED,-36.168
DATA,166.55,PT_EU,72.581,PT_ED,-37.39
DATA,166.6,PT_EU,93.353,PT_ED,6.598
DATA,166.65,PT_EU,59.14,PT_ED,-33.724
DATA,166.7,PT_EU,109.238,PT_ED,5.376
DATA,166.75,PT_EU,71.359,PT_ED,-37.39
DATA,166.8,PT_EU,64.027,PT_ED,-31.281
DATA,166.85,PT_EU,99.462,PT_ED,-9.286
DATA,166.9,PT_EU,72.581,PT_ED,-38.612
DATA,166.95,PT_EU,109.238,PT_ED,-10.508
DATA,167,PT_EU,71.359,PT_ED,-32.502
DATA,167.05,PT_EU,34.702,PT_ED,-31.281
DATA,167.1,PT_EU,108.016,PT_ED,-3.177
DATA,167.15,PT_EU,62.805,PT_ED,-37.39
DATA,167.2,PT_EU,108.016,PT_ED,-0.733
DATA,167.25,PT_EU,66.471,PT_ED,-30.059
DATA,167.3,PT_EU,95.797,PT_ED,5.376
DATA,167.35,PT_EU,97.019,PT_ED,4.154
DATA,167.4,PT_EU,72.581,PT_ED,-31.281
DATA,167.45,PT_EU,105.572,PT_ED,2.933
DATA,167.5,PT_EU,73.803,PT_ED,-33.724
DATA,167.55,PT_EU,110.459,PT_ED,-9.286
DATA,167.6,PT_EU,72.581,PT_ED,-27.615
DATA,167.65,PT_EU,66.471,PT_ED,6.598
DATA,167.7,PT_EU,100.684,PT_ED,4.154
DATA,167.75,PT_EU,70.137,PT_ED,-31.281
DATA,167.8,PT_EU,109.238,PT_ED,4.154
DATA,167.85,PT_EU,73.803,PT_ED,-8.065
DATA,167.9,PT_EU,98.24,PT_ED,-0.733
DATA,167.95,PT_EU,111.681,PT_ED,6.598
DATA,168,PT_EU,109.238,PT_ED,-9.286
DATA,168.05,PT_EU,100.684,PT_ED,-4.399
DATA,168.1,PT_EU,73.803,PT_ED,5.376
DATA,168.15,PT_EU,101.906,PT_ED,2.933
DATA,168.2,PT_EU,55.474,PT_ED,5.376
DATA,168.25,PT_EU,109.238,PT_ED,2.933
DATA,168.3,PT_EU,57.918,PT_ED,-37.39
DATA,168.35,PT_EU,104.35,PT_ED,-1.955
DATA,168.4,PT_EU,71.359,PT_ED,-39.834
DATA,168.45,PT_EU,94.575,PT_ED,-6.843
DATA,168.5,PT_EU,66.471,PT_ED,-36.168
DATA,168.55,PT_EU,61.584,PT_ED,-39.834
DATA,168.6,PT_EU,101.906,PT_ED,5.376
DATA,168.65,PT_EU,49.365,PT_ED,-63.05
DATA,168.7,PT_EU,101.906,PT_ED,-9.286
DATA,168.75,PT_EU,64.027,PT_ED,-38.612
DATA,168.8,PT_EU,72.581,PT_ED,-30.059
DATA,168.85,PT_EU,104.35,PT_ED,-5.621
DATA,168.9,PT_EU,73.803,PT_ED,-28.837
DATA,168.95,PT_EU,110.459,PT_ED,5.376
DATA,169,PT_EU,71.359,PT_ED,-31.281
DATA,169.05,PT_EU,108.016,PT_ED,-1.955
DATA,169.1,PT_EU,100.684,PT_ED,-6.843
DATA,169.15,PT_EU,71.359,PT_ED,-36.168
DATA,169.2,PT_EU,108.016,PT_ED,5.376
DATA,169.25,PT_EU,73.803,PT_ED,-31.281
DATA,169.3,PT_EU,108.016,PT_ED,-3.177
DATA,169.35,PT_EU,73.803,PT_ED,-39.834
DATA,169.4,PT_EU,67.693,PT_ED,-31.281
DATA,169.45,PT_EU,75.024,PT_ED,-0.733
DATA,169.5,PT_EU,62.805,PT_ED,-31.281
DATA,169.55,PT_EU,97.019,PT_ED,-10.508
DATA,169.6,PT_EU,62.805,PT_ED,-30.059
DATA,169.65,PT_EU,109.238,PT_ED,-6.843
DATA,169.7,PT_EU,97.019,PT_ED,4.154
DATA,169.75,PT_EU,67.693,PT_ED,-28.837
DATA,169.8,PT_EU,109.238,PT_ED,6.598
DATA,169.85,PT_EU,59.14,PT_ED,-36.168
DATA,169.9,PT_EU,98.24,PT_ED,-4.399
DATA,169.95,PT_EU,67.693,PT_ED,-30.059
DATA,170,PT_EU,70.137,PT_ED,-0.733
DATA,170.05,PT_EU,111.681,PT_ED,4.154
DATA,170.1,PT_EU,75.024,PT_ED,-31.281
DATA,170.15,PT_EU,108.016,PT_ED,2.933
DATA,170.2,PT_EU,65.249,PT_ED,-32.502
DATA,170.25,PT_EU,72.581,PT_ED,5.376
DATA,170.3,PT_EU,109.238,PT_ED,-3.177
DATA,170.35,PT_EU,62.805,PT_ED,5.376
DATA,170.4,PT_EU,101.906,PT_ED,6.598
DATA,170.45,PT_EU,54.252,PT_ED,-9.286
DATA,170.5,PT_EU,101.906,PT_ED,-5.621
DATA,170.55,PT_EU,71.359,PT_ED,-39.834
DATA,170.6,PT_EU,99.462,PT_ED,5.376
DATA,170.65,PT_EU,77.468,PT_ED,13.93
DATA,170.7,PT_EU,104.35,PT_ED,-5.621
DATA,170.75,PT_EU,114.125,PT_ED,-3.177
DATA,170.8,PT_EU,103.128,PT_ED,-6.843
DATA,170.85,PT_EU,108.016,PT_ED,6.598
DATA,170.9,PT_EU,72.581,PT_ED,-39.834
DATA,170.95,PT_EU,97.019,PT_ED,5.376
DATA,171,PT_EU,72.581,PT_ED,-34.946
DATA,171.05,PT_EU,95.797,PT_ED,5.376
DATA,171.1,PT_EU,108.016,PT_ED,9.042
DATA,171.15,PT_EU,66.471,PT_ED,-30.059
DATA,171.2,PT_EU,109.238,PT_ED,5.376
DATA,171.25,PT_EU,68.915,PT_ED,-31.281
DATA,171.3,PT_EU,109.238,PT_ED,5.376
DATA,171.35,PT_EU,66.471,PT_ED,-41.056
DATA,171.4,PT_EU,95.797,PT_ED,-8.065
DATA,171.45,PT_EU,95.797,PT_ED,-25.171
DATA,171.5,PT_EU,65.249,PT_ED,-34.946
DATA,171.55,PT_EU,108.016,PT_ED,-8.065
DATA,171.6,PT_EU,72.581,PT_ED,-31.281
DATA,171.65,PT_EU,109.238,PT_ED,5.376
DATA,171.7,PT_EU,64.027,PT_ED,-31.281
DATA,171.75,PT_EU,71.359,PT_ED,-30.059
DATA,171.8,PT_EU,101.906,PT_ED,4.154
DATA,171.85,PT_EU,71.359,PT_ED,-30.059
DATA,171.9,PT_EU,109.238,PT_ED,6.598
DATA,171.95,PT_EU,73.803,PT_ED,-33.724
DATA,172,PT_EU,40.811,PT_ED,-28.837
DATA,172.05,PT_EU,106.794,PT_ED,-1.955
DATA,172.1,PT_EU,61.584,PT_ED,-34.946
DATA,172.15,PT_EU,110.459,PT_ED,5.376
DATA,172.2,PT_EU,73.803,PT_ED,-38.612
DATA,172.25,PT_EU,109.238,PT_ED,-3.177
DATA,172.3,PT_EU,105.572,PT_ED,0.489
DATA,172.35,PT_EU,72.581,PT_ED,-36.168
DATA,172.4,PT_EU,97.019,PT_ED,2.933
DATA,172.45,PT_EU,70.137,PT_ED,-33.724
DATA,172.5,PT_EU,105.572,PT_ED,5.376
DATA,172.55,PT_EU,61.584,PT_ED,-30.059
DATA,172.6,PT_EU,72.581,PT_ED,-30.059
DATA,172.65,PT_EU,104.35,PT_ED,-1.955
DATA,172.7,PT_EU,70.137,PT_ED,-31.281
DATA,172.75,PT_EU,108.016,PT_ED,4.154
DATA,172.8,PT_EU,60.362,PT_ED,-55.718
DATA,172.85,PT_EU,109.238,PT_ED,4.154
DATA,172.9,PT_EU,100.684,PT_ED,1.711
DATA,172.95,PT_EU,73.803,PT_ED,-33.724
DATA,173,PT_EU,99.462,PT_ED,-6.843
DATA,173.05,PT_EU,66.471,PT_ED,-36.168
DATA,173.1,PT_EU,110.459,PT_ED,2.933
DATA,173.15,PT_EU,72.581,PT_ED,-30.059
DATA,173.2,PT_EU,70.137,PT_ED,1.711
DATA,173.25,PT_EU,106.794,PT_ED,7.82
DATA,173.3,PT_EU,70.137,PT_ED,2.933
DATA,173.35,PT_EU,108.016,PT_ED,6.598
DATA,173.4,PT_EU,70.137,PT_ED,-33.724
DATA,173.45,PT_EU,57.918,PT_ED,-3.177
DATA,173.5,PT_EU,109.238,PT_ED,2.933
DATA,173.55,PT_EU,70.137,PT_ED,5.376
DATA,173.6,PT_EU,109.238,PT_ED,-0.733
DATA,173.65,PT_EU,71.359,PT_ED,4.154
DATA,173.7,PT_EU,111.681,PT_ED,6.598
DATA,173.75,PT_EU,65.249,PT_ED,-37.39
DATA,173.8,PT_EU,100.684,PT_ED,5.376
DATA,173.85,PT_EU,110.459,PT_ED,5.376
DATA,173.9,PT_EU,71.359,PT_ED,-3.177
DATA,173.95,PT_EU,110.459,PT_ED,1.711
DATA,174,PT_EU,68.915,PT_ED,5.376
DATA,174.05,PT_EU,105.572,PT_ED,5.376
DATA,174.1,PT_EU,72.581,PT_ED,-31.281
DATA,174.15,PT_EU,109.238,PT_ED,2.933
DATA,174.2,PT_EU,114.125,PT_ED,-31.281
DATA,174.25,PT_EU,64.027,PT_ED,6.598
DATA,174.3,PT_EU,114.125,PT_ED,-30.059
DATA,174.35,PT_EU,71.359,PT_ED,-30.059
DATA,174.4,PT_EU,79.912,PT_ED,-19.062
DATA,174.45,PT_EU,72.581,PT_ED,-36.168
DATA,174.5,PT_EU,99.462,PT_ED,4.154
DATA,174.55,PT_EU,71.359,PT_ED,-38.612
DATA,174.6,PT_EU,71.359,PT_ED,1.711
DATA,174.65,PT_EU,106.794,PT_ED,-3.177
DATA,174.7,PT_EU,72.581,PT_ED,-31.281
DATA,174.75,PT_EU,105.572,PT_ED,2.933
DATA,174.8,PT_EU,66.471,PT_ED,-31.281
DATA,174.85,PT_EU,94.575,PT_ED,-6.843
DATA,174.9,PT_EU,72.581,PT_ED,-32.502
DATA,174.95,PT_EU,67.693,PT_ED,-39.834
DATA,175,PT_EU,97.019,PT_ED,6.598
DATA,175.05,PT_EU,72.581,PT_ED,-30.059
DATA,175.1,PT_EU,100.684,PT_ED,-1.955
DATA,175.15,PT_EU,73.803,PT_ED,-32.502
DATA,175.2,PT_EU,65.249,PT_ED,-37.39
DATA,175.25,PT_EU,109.238,PT_ED,4.154
DATA,175.3,PT_EU,68.915,PT_ED,-32.502
DATA,175.35,PT_EU,101.906,PT_ED,-6.843
DATA,175.4,PT_EU,67.693,PT_ED,-30.059
DATA,175.45,PT_EU,108.016,PT_ED,5.376
DATA,175.5,PT_EU,109.238,PT_ED,-6.843
DATA,175.55,PT_EU,73.803,PT_ED,-32.502
DATA,175.6,PT_EU,97.019,PT_ED,5.376
DATA,175.65,PT_EU,70.137,PT_ED,-38.612
DATA,175.7,PT_EU,101.906,PT_ED,4.154
DATA,175.75,PT_EU,56.696,PT_ED,-38.612
DATA,175.8,PT_EU,72.581,PT_ED,-30.059
DATA,175.85,PT_EU,100.684,PT_ED,-10.508
DATA,175.9,PT_EU,68.915,PT_ED,-30.059
DATA,175.95,PT_EU,93.353,PT_ED,2.933
DATA,176,PT_EU,72.581,PT_ED,-34.946
DATA,176.05,PT_EU,109.238,PT_ED,-10.508
DATA,176.1,PT_EU,108.016,PT_ED,-4.399
DATA,176.15,PT_EU,68.915,PT_ED,-34.946
DATA,176.2,PT_EU,103.128,PT_ED,5.376
DATA,176.25,PT_EU,60.362,PT_ED,-30.059
DATA,176.3,PT_EU,108.016,PT_ED,-0.733
DATA,176.35,PT_EU,72.581,PT_ED,-34.946
DATA,176.4,PT_EU,71.359,PT_ED,-65.494
DATA,176.45,PT_EU,103.128,PT_ED,0.489
DATA,176.5,PT_EU,71.359,PT_ED,-31.281
DATA,176.55,PT_EU,106.794,PT_ED,2.933
DATA,176.6,PT_EU,60.362,PT_ED,-39.834
DATA,176.65,PT_EU,68.915,PT_ED,-32.502
DATA,176.7,PT_EU,109.238,PT_ED,5.376
DATA,176.75,PT_EU,73.803,PT_ED,-39.834
DATA,176.8,PT_EU,109.238,PT_ED,4.154
DATA,176.85,PT_EU,62.805,PT_ED,-30.059
DATA,176.9,PT_EU,109.238,PT_ED,-1.955
DATA,176.95,PT_EU,103.128,PT_ED,-10.508
DATA,177,PT_EU,67.693,PT_ED,-31.281
DATA,177.05,PT_EU,110.459,PT_ED,4.154
DATA,177.1,PT_EU,75.024,PT_ED,-42.278
DATA,177.15,PT_EU,109.238,PT_ED,-3.177
DATA,177.2,PT_EU,64.027,PT_ED,-55.718
DATA,177.25,PT_EU,70.137,PT_ED,-39.834
DATA,177.3,PT_EU,94.575,PT_ED,-6.843
DATA,177.35,PT_EU,60.362,PT_ED,-34.946
DATA,177.4,PT_EU,105.572,PT_ED,5.376
DATA,177.45,PT_EU,64.027,PT_ED,-33.724
DATA,177.5,PT_EU,109.238,PT_ED,2.933
DATA,177.55,PT_EU,109.238,PT_ED,7.82
DATA,177.6,PT_EU,72.581,PT_ED,-43.5
DATA,177.65,PT_EU,109.238,PT_ED,4.154
DATA,177.7,PT_EU,66.471,PT_ED,-31.281
DATA,177.75,PT_EU,98.24,PT_ED,-11.73
DATA,177.8,PT_EU,73.803,PT_ED,-34.946
DATA,177.85,PT_EU,57.918,PT_ED,-9.286
DATA,177.9,PT_EU,98.24,PT_ED,-4.399
DATA,177.95,PT_EU,72.581,PT_ED,-31.281
DATA,178,PT_EU,108.016,PT_ED,5.376
DATA,178.05,PT_EU,72.581,PT_ED,-33.724
DATA,178.1,PT_EU,108.016,PT_ED,-4.399
DATA,178.15,PT_EU,94.575,PT_ED,1.711
DATA,178.2,PT_EU,65.249,PT_ED,-32.502
DATA,178.25,PT_EU,100.684,PT_ED,7.82
DATA,178.3,PT_EU,72.581,PT_ED,-30.059
DATA,178.35,PT_EU,105.572,PT_ED,4.154
DATA,178.4,PT_EU,101.906,PT_ED,6.598
DATA,178.45,PT_EU,71.359,PT_ED,5.376
DATA,178.5,PT_EU,109.238,PT_ED,0.489
DATA,178.55,PT_EU,62.805,PT_ED,-48.387
DATA,178.6,PT_EU,100.684,PT_ED,-3.177
DATA,178.65,PT_EU,65.249,PT_ED,-42.278
DATA,178.7,PT_EU,59.14,PT_ED,5.376
DATA,178.75,PT_EU,108.016,PT_ED,-4.399
DATA,178.8,PT_EU,71.359,PT_ED,-32.502
DATA,178.85,PT_EU,108.016,PT_ED,1.711
DATA,178.9,PT_EU,72.581,PT_ED,-36.168
DATA,178.95,PT_EU,104.35,PT_ED,5.376
DATA,179,PT_EU,99.462,PT_ED,-39.834
DATA,179.05,PT_EU,72.581,PT_ED,2.933
DATA,179.1,PT_EU,110.459,PT_ED,4.154
DATA,179.15,PT_EU,64.027,PT_ED,-37.39
DATA,179.2,PT_EU,101.906,PT_ED,-9.286
DATA,179.25,PT_EU,67.693,PT_ED,-38.612
DATA,179.3,PT_EU,71.359,PT_ED,-1.955
DATA,179.35,PT_EU,103.128,PT_ED,-32.502
DATA,179.4,PT_EU,72.581,PT_ED,-4.399
DATA,179.45,PT_EU,110.459,PT_ED,-9.286
DATA,179.5,PT_EU,73.803,PT_ED,-42.278
DATA,179.55,PT_EU,108.016,PT_ED,-3.177
DATA,179.6,PT_EU,109.238,PT_ED,-1.955
DATA,179.65,PT_EU,54.252,PT_ED,2.933
DATA,179.7,PT_EU,109.238,PT_ED,5.376
DATA,179.75,PT_EU,73.803,PT_ED,-31.281
DATA,179.8,PT_EU,101.906,PT_ED,-1.955
DATA,179.85,PT_EU,108.016,PT_ED,-1.955
DATA,179.9,PT_EU,68.915,PT_ED,6.598
DATA,179.95,PT_EU,99.462,PT_ED,5.376
DATA,180,PT_EU,72.581,PT_ED,-27.615
DATA,180.05,PT_EU,101.906,PT_ED,5.376
DATA,180.1,PT_EU,71.359,PT_ED,-30.059
DATA,180.15,PT_EU,64.027,PT_ED,-6.843
DATA,180.2,PT_EU,109.238,PT_ED,4.154
DATA,180.25,PT_EU,72.581,PT_ED,-9.286
DATA,180.3,PT_EU,110.459,PT_ED,6.598
DATA,180.35,PT_EU,73.803,PT_ED,-31.281
DATA,180.4,PT_EU,106.794,PT_ED,6.598
DATA,180.45,PT_EU,104.35,PT_ED,2.933
DATA,180.5,PT_EU,66.471,PT_ED,5.376
DATA,180.55,PT_EU,110.459,PT_ED,4.154
DATA,180.6,PT_EU,64.027,PT_ED,-32.502
DATA,180.65,PT_EU,104.35,PT_ED,5.376
DATA,180.7,PT_EU,65.249,PT_ED,-33.724
DATA,180.75,PT_EU,73.803,PT_ED,2.933
DATA,180.8,PT_EU,108.016,PT_ED,-1.955
DATA,180.85,PT_EU,68.915,PT_ED,-30.059
DATA,180.9,PT_EU,109.238,PT_ED,-10.508
DATA,180.95,PT_EU,62.805,PT_ED,-54.497
DATA,181,PT_EU,99.462,PT_ED,0.489
DATA,181.05,PT_EU,97.019,PT_ED,6.598
DATA,181.1,PT_EU,55.474,PT_ED,-8.065
DATA,181.15,PT_EU,97.019,PT_ED,6.598
DATA,181.2,PT_EU,71.359,PT_ED,-31.281
DATA,181.25,PT_EU,111.681,PT_ED,-6.843
DATA,181.3,PT_EU,73.803,PT_ED,-41.056
DATA,181.35,PT_EU,64.027,PT_ED,-42.278
DATA,181.4,PT_EU,103.128,PT_ED,6.598
DATA,181.45,PT_EU,71.359,PT_ED,5.376
DATA,181.5,PT_EU,71.359,PT_ED,1.711
DATA,181.55,PT_EU,73.803,PT_ED,-28.837
DATA,181.6,PT_EU,57.918,PT_ED,6.598
DATA,181.65,PT_EU,109.238,PT_ED,-8.065
DATA,181.7,PT_EU,72.581,PT_ED,-1.955
DATA,181.75,PT_EU,95.797,PT_ED,2.933
DATA,181.8,PT_EU,72.581,PT_ED,-42.278
DATA,181.85,PT_EU,108.016,PT_ED,-11.73
DATA,181.9,PT_EU,110.459,PT_ED,5.376
DATA,181.95,PT_EU,72.581,PT_ED,6.598
DATA,182,PT_EU,109.238,PT_ED,4.154
DATA,182.05,PT_EU,62.805,PT_ED,-28.837
DATA,182.1,PT_EU,105.572,PT_ED,-5.621
DATA,182.15,PT_EU,73.803,PT_ED,-36.168
DATA,182.2,PT_EU,73.803,PT_ED,4.154
DATA,182.25,PT_EU,93.353,PT_ED,4.154
DATA,182.3,PT_EU,55.474,PT_ED,-52.053
DATA,182.35,PT_EU,109.238,PT_ED,-1.955
DATA,182.4,PT_EU,64.027,PT_ED,-42.278
DATA,182.45,PT_EU,94.575,PT_ED,-6.843
DATA,182.5,PT_EU,104.35,PT_ED,6.598
DATA,182.55,PT_EU,72.581,PT_ED,-36.168
DATA,182.6,PT_EU,93.353,PT_ED,-1.955
DATA,182.65,PT_EU,72.581,PT_ED,-33.724
DATA,182.7,PT_EU,100.684,PT_ED,-10.508
DATA,182.75,PT_EU,67.693,PT_ED,-33.724
DATA,182.8,PT_EU,70.137,PT_ED,-30.059
DATA,182.85,PT_EU,101.906,PT_ED,-8.065
DATA,182.9,PT_EU,72.581,PT_ED,-30.059
DATA,182.95,PT_EU,105.572,PT_ED,-33.724
DATA,183,PT_EU,73.803,PT_ED,-31.281
DATA,183.05,PT_EU,71.359,PT_ED,-31.281
DATA,183.1,PT_EU,105.572,PT_ED,-1.955
DATA,183.15,PT_EU,71.359,PT_ED,-39.834
DATA,183.2,PT_EU,98.24,PT_ED,6.598
DATA,183.25,PT_EU,73.803,PT_ED,-30.059
DATA,183.3,PT_EU,108.016,PT_ED,2.933
DATA,183.35,PT_EU,110.459,PT_ED,2.933
DATA,183.4,PT_EU,65.249,PT_ED,-39.834
DATA,183.45,PT_EU,109.238,PT_ED,-6.843
DATA,183.5,PT_EU,37.146,PT_ED,-28.837
DATA,183.55,PT_EU,105.572,PT_ED,-3.177
DATA,183.6,PT_EU,70.137,PT_ED,-30.059
DATA,183.65,PT_EU,75.024,PT_ED,-43.5
DATA,183.7,PT_EU,109.238,PT_ED,5.376
DATA,183.75,PT_EU,72.581,PT_ED,-30.059
DATA,183.8,PT_EU,103.128,PT_ED,-9.286
DATA,183.85,PT_EU,73.803,PT_ED,-30.059
DATA,183.9,PT_EU,101.906,PT_ED,4.154
DATA,183.95,PT_EU,109.238,PT_ED,-5.621
DATA,184,PT_EU,72.581,PT_ED,-30.059
DATA,184.05,PT_EU,93.353,PT_ED,6.598
DATA,184.1,PT_EU,72.581,PT_ED,-32.502
DATA,184.15,PT_EU,110.459,PT_ED,-9.286
DATA,184.2,PT_EU,66.471,PT_ED,-39.834
DATA,184.25,PT_EU,72.581,PT_ED,-28.837
DATA,184.3,PT_EU,95.797,PT_ED,2.933
DATA,184.35,PT_EU,72.581,PT_ED,-33.724
DATA,184.4,PT_EU,105.572,PT_ED,4.154
DATA,184.45,PT_EU,68.915,PT_ED,-36.168
DATA,184.5,PT_EU,108.016,PT_ED,5.376
DATA,184.55,PT_EU,95.797,PT_ED,-10.508
DATA,184.6,PT_EU,71.359,PT_ED,-30.059
DATA,184.65,PT_EU,109.238,PT_ED,0.489
DATA,184.7,PT_EU,73.803,PT_ED,-31.281
DATA,184.75,PT_EU,104.35,PT_ED,4.154
DATA,184.8,PT_EU,108.016,PT_ED,5.376
DATA,184.85,PT_EU,-14.174,PT_ED,-105.816
DATA,184.9,PT_EU,43.255,PT_ED,-52.053
DATA,184.95,PT_EU,18.817,PT_ED,-89.932
DATA,185,PT_EU,6.598,PT_ED,43.255
DATA,185.05,PT_EU,88.465,PT_ED,-34.946
DATA,185.1,PT_EU,43.255,PT_ED,22.483
DATA,185.15,PT_EU,67.693,PT_ED,46.921
DATA,185.2,PT_EU,62.805,PT_ED,15.152
DATA,185.25,PT_EU,26.149,PT_ED,55.474
DATA,185.3,PT_EU,59.14,PT_ED,51.808
DATA,185.35,PT_EU,18.817,PT_ED,9.042
